0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205
4400,a,1,"[0,0,0,50,375]",1,2,0,0,0,-2,-1,4,4,0,0,-6,0,2,6,2,0,10,-12,-6,-12,-16,-4,4,2,6,2,6,4,-6,-10,-14,-22,-8,-6,12,-18,-20,-18,-24,-6,24,-20,2,24,12,8,16,8,-8,-26,-10,0,-12,-10,20,-18,6,14,20,12,-26,18,12,2,0,-10,6,-4,-28,34,-14,-10,-20,32,16,4,12,6,-2,-18,2,-12,-6,-8,-30,-32,8,6,0,-18,-24,36,-20,16,28,-4,-6,30,-42,6,14,-42,-24,-34,-38,-44,42,28,12,-16,-42,42,-16,10,4,32,-34,-8,28,42,28,46,-20,-20,-4,28,2,10,40,-28,-24,44,22,16,-34,34,-18,34,26,22,22,-20,-6,-4,2,50,0,-24,20,-28,-44,24,58,8,42,44,-8,-32,34,16,54,-36,0,34,36,10,-36,-40,-16,-58,18,-12,18,-28,-8,56,34,-52,6,2,6,44,12,-50,48,16,10,8,-20,-46,0,-14,-38,12,-42,-42,-66,-50,58,0,6
8771,a,2,"[1,1,0,-46771,-3912810]",0,2,1,2,-2,0,4,-2,2,6,0,2,-6,2,-12,12,-2,-2,-6,10,4,8,-8,8,-6,-2,16,18,16,0,10,10,16,-12,6,18,-10,8,-20,-12,0,2,-1,8,12,-2,14,14,20,20,26,8,14,-4,-8,-24,12,8,12,-16,-10,-26,24,12,-32,28,12,26,-20,-2,16,-16,-28,-12,-22,-10,-20,2,-6,-2,2,-18,22,-10,-24,14,-18,0,2,-30,8,40,4,6,12,36,12,34,-14,24,-16,30,44,-30,-28,-26,-12,-40,-20,34,16,22,14,-2,-6,6,40,-42,-6,-30,-14,-4,-14,6,36,-44,-32,-38,26,18,-4,-42,12,0,24,2,-14,32,10,-12,-22,-6,-14,-18,4,-44,-24,48,-16,-42,48,16,-18,12,52,30,-8,-12,16,-4,2,-50,12,-6,-32,-10,-30,30,-56,4,58,-48,-32,-2,8,-22,50,0,24,-54,14,-32,4,42,6,36,12,-32,-38,66,46,46,-8,-24,-44,14,4,-60,22,66,-16,-14
7392,a,1,"[0,-1,0,-24018,-31022280]",1,2,0,-1,0,-1,-1,-2,4,6,4,-2,-10,-6,-12,12,6,-6,0,6,4,8,8,-16,2,10,-14,2,2,16,2,-2,-8,-10,-18,2,10,16,-8,4,-12,-2,-20,4,-20,-6,-18,-6,-4,14,-18,-12,-6,-24,-8,0,2,-24,-24,28,10,18,26,-2,2,2,-34,26,-4,6,0,-30,-6,0,-2,-26,4,2,14,8,-26,4,28,-10,-8,2,-4,-12,14,-30,-6,-4,-28,-24,-40,-36,-20,-44,16,-22,42,-34,-40,-42,14,10,40,30,24,-44,-32,28,-40,22,-38,28,40,2,-16,42,-34,16,20,-34,-18,20,40,-6,34,18,-18,6,16,-24,-16,10,0,44,28,-2,-12,30,26,10,-24,-12,20,-14,-10,0,-24,-36,18,-2,4,8,44,-36,32,50,40,6,-36,46,-32,12,-46,38,44,26,-14,-8,0,-40,8,-10,58,6,16,-26,-44,26,12,-34,-54,-8,56,-64,-18,-28,-50,-60,-34,-48,-12,-12,52,50,-2,26,52,-52
4450,i,1,"[1,1,1,-213,-469]",0,2,1,2,0,2,4,-4,-2,-4,6,6,4,12,-2,6,8,-6,0,6,8,0,6,-8,6,-1,10,-14,2,4,-18,-20,-6,-12,-20,-20,-6,16,-14,14,12,-18,4,10,24,-4,-20,-16,-4,8,16,-2,-22,0,-10,-12,-14,16,-26,8,-2,-2,12,24,16,-8,12,18,4,24,-4,-10,24,4,-24,-34,20,-6,-6,0,18,-38,-12,-26,-12,-4,-28,36,34,16,-14,-24,24,24,-12,24,8,-30,18,-22,-16,18,-14,-12,-18,2,44,-32,24,-36,-16,-10,-12,26,20,36,-16,26,-16,14,20,20,-18,34,48,-6,-12,-34,-2,36,6,-46,-24,-6,-40,-34,-22,46,44,2,-38,38,-20,-10,12,-6,10,44,36,-32,-24,-42,-12,2,-34,22,56,8,56,18,-30,-46,48,52,-26,12,-42,16,32,-26,-26,34,20,34,28,0,36,-26,4,26,-44,-26,-18,4,-10,-36,50,-58,-22,28,-6,36,50,58,-64,-18,-38,38,-2,-24,-20,-18
4158,z,2,"[1,-1,1,625,-5929]",0,3,1,0,0,1,-1,-4,0,8,0,0,2,8,12,5,-3,9,-6,8,8,0,-1,-4,-9,15,8,-15,8,-12,-1,-6,8,12,0,-10,12,-10,23,2,6,15,-21,2,-6,-4,-18,2,-4,26,-21,-25,-9,9,-1,6,-9,3,-18,29,2,-21,8,-6,32,24,14,-9,2,8,24,-10,-6,9,20,-19,-4,-27,-30,2,-36,-7,-36,-22,27,20,-1,39,-12,-22,9,-31,-12,-24,29,24,8,6,24,-42,-16,-10,17,30,12,-45,23,20,0,6,-36,-10,-7,-7,-48,5,-25,-18,-28,0,6,-30,-7,2,-33,-21,11,24,8,21,-46,26,-16,-9,-31,20,-6,-46,54,-22,30,45,-16,48,-49,-36,26,-21,-40,18,-4,-6,-49,-9,14,18,2,-24,-28,-21,2,30,51,9,-22,42,-30,-24,17,-22,-46,42,54,-13,33,-4,14,3,35,45,47,62,-43,-45,-4,42,30,42,-61,-25,-22,-24,50,-6,-34,-30,-6,-54,14,-10,18,-48
3018,e,2,"[1,0,0,-50542,-4377676]",1,1,1,1,-3,-1,0,-1,3,-4,0,-9,-4,-10,9,8,-12,-3,-6,5,-1,0,-7,-7,6,-6,-1,3,-10,0,2,-6,2,12,-6,-10,3,8,-4,-4,-12,12,21,-16,3,-4,24,-13,20,-28,3,5,12,9,8,-9,0,18,21,-16,8,6,23,24,20,-24,14,18,8,8,-12,2,6,-21,5,17,-16,-18,24,-7,-24,-22,3,2,33,11,8,6,9,-10,21,17,-33,-21,26,12,14,-1,-30,-36,-34,-34,-19,-18,-3,24,-22,-28,-12,-39,-24,-19,8,-40,3,-16,17,-30,-4,12,-24,42,5,41,-15,-9,44,24,-10,18,35,-22,29,0,20,26,-12,-40,-39,8,48,51,-7,15,-40,42,2,36,-22,-18,14,-51,-52,-18,-40,24,32,45,11,-30,-46,0,-15,-42,-34,-48,48,-3,-16,-28,5,-12,24,-4,54,47,11,12,-10,-15,-4,35,5,24,50,-6,54,6,-22,-7,-46,60,29,9,50,-54,-63,-6,-46,-61,-27,-33
8406,g,1,"[1,-1,1,-839,703]",0,2,1,0,2,4,4,6,-4,2,-4,-2,6,-2,0,-4,4,-12,0,14,2,0,14,-10,-4,16,-18,-6,-14,-20,-14,-8,-20,-12,0,-8,20,-20,18,12,-24,-4,24,-14,0,18,-18,16,-22,4,12,22,-24,0,-2,24,-6,-8,22,22,-22,-2,4,26,26,8,-14,-24,16,-26,-12,30,-26,32,14,-22,-2,0,24,30,2,22,-4,-10,24,-2,-18,8,24,30,-24,22,-1,0,2,-12,14,20,-30,-22,26,22,18,12,-44,-38,-10,-14,12,-6,32,-2,10,-26,22,28,-8,36,26,-24,-36,-12,-2,6,-28,-36,46,38,18,0,26,34,44,-48,-44,-38,-30,26,30,26,42,-56,26,18,-32,-36,-14,8,-10,-12,-50,32,30,-34,30,8,-26,8,20,44,26,4,-4,46,22,-36,28,-48,-2,-14,10,6,12,-2,4,-10,14,-14,-44,36,-24,-2,-12,40,58,24,28,-56,-38,8,22,-40,-10,-24,-66,10,52,-46,-30,34,36,-24
1974,c,4,"[1,0,1,-133451,-17161738]",1,2,-1,1,0,1,-6,-4,6,-4,6,6,-4,-10,-12,-10,-1,-6,12,2,2,0,-16,8,12,-6,2,-6,-16,-18,14,-6,2,-12,6,8,-18,2,2,2,-12,6,6,-16,12,2,-18,20,-22,-4,24,-4,-18,0,-10,-12,24,12,6,8,26,6,-4,12,-4,0,8,-6,-28,26,36,-28,18,-18,8,-22,-4,0,-18,-22,30,8,-12,2,-24,-16,8,18,-6,-10,12,38,24,24,20,-12,-10,36,-36,18,20,2,38,-30,0,6,-16,32,12,0,-6,-22,8,-46,18,20,-34,30,20,0,-18,-36,14,-34,-36,48,44,6,2,24,-4,14,-16,-30,38,-10,42,-10,30,-40,-24,-6,20,18,-52,-48,-40,-24,26,-36,-40,12,14,24,8,24,-28,-48,-10,-30,-4,30,-24,-6,-16,48,42,60,32,-4,-22,0,48,-22,-42,-10,32,12,32,-30,44,44,-52,-48,-22,-54,18,42,-46,44,-22,0,2,-30,-34,-30,36,-42,-34,-10,30,24
8778,o,1,"[1,1,1,-67,-265]",0,1,1,-1,-3,1,1,-2,-3,-1,4,1,2,-7,-4,-1,2,-4,10,-5,7,8,-4,16,4,-3,-2,0,-10,-9,-16,-11,9,10,18,-17,0,-5,-4,22,16,11,12,1,-20,21,24,3,24,26,-3,10,22,1,-1,-23,19,16,-4,2,-1,0,16,-21,26,18,-21,10,-19,-23,28,-33,28,16,25,14,-13,37,-22,-18,-9,30,-5,10,30,-26,1,29,34,22,26,5,-12,25,8,22,2,0,6,-3,34,-2,-26,-16,15,-42,-9,-41,-33,-18,15,-6,16,-26,12,10,5,26,-34,0,10,16,-18,-17,-6,-6,-4,-32,-2,18,7,49,28,-24,-22,-26,1,-16,26,18,-30,-22,42,-44,-1,-36,43,-9,7,38,-32,-24,-6,42,-34,-34,-19,45,-14,54,32,23,7,0,12,42,18,-56,-10,26,9,-47,-36,-37,27,16,-6,-2,-15,-13,-16,-18,25,-57,30,32,-10,-51,2,-11,55,-49,-8,-38,-3,52,16,-31,-10,46,-7,24
9048,p,4,"[0,1,0,5856,-91440]",1,2,0,1,-2,0,0,1,2,0,0,1,-4,2,-10,-4,4,6,-4,-10,4,-8,6,8,4,6,-2,-10,8,4,6,10,-8,-20,14,-20,6,0,-18,8,16,-18,-20,-10,0,-10,22,-16,-4,-8,-4,-22,-6,0,-6,12,-30,-24,-2,-20,22,-6,12,2,-16,-24,-6,-14,-32,-14,-4,6,2,12,32,22,-16,24,30,-18,-30,-10,4,-30,32,-6,-16,-4,-26,-38,18,8,-12,12,8,20,-20,0,6,42,20,10,-28,22,4,18,4,30,-28,-46,-32,-14,-16,-2,-42,32,16,-30,28,0,30,28,-18,-14,-2,44,52,30,22,-48,48,-6,40,36,16,-18,34,-10,-14,-52,22,-30,-20,-42,-8,56,-34,-28,-46,10,44,-32,38,26,20,-8,52,-24,48,-6,-22,-10,24,10,4,36,10,36,0,-18,10,38,60,22,24,-26,24,10,4,-38,-24,-18,28,12,38,50,-24,-10,38,-64,-2,8,-14,-24,-52,58,12,-38,-58,-34,-54,48
7434,e,3,"[1,-1,0,-616605696,5893465857664]",0,2,-1,0,2,-1,4,-2,-6,4,0,6,-4,2,2,-8,0,14,5,-10,0,8,14,-8,12,6,14,10,-4,0,2,-2,-8,12,6,20,10,16,14,-12,12,18,-12,-10,16,-14,-26,16,-8,-8,-12,6,6,16,2,4,-6,0,-14,0,-2,-2,4,2,-4,-20,14,-18,4,26,-28,14,-2,24,-28,-10,20,-12,-18,14,-18,14,20,-14,-8,18,16,-20,6,2,34,-32,36,4,32,16,-20,0,-30,10,-36,42,-36,-18,-12,-42,32,-38,4,34,-8,30,-8,-14,-34,28,-16,-2,-20,36,-10,44,22,34,-6,28,-20,10,-26,48,24,14,8,48,32,-10,-38,22,-22,4,-30,-10,-44,26,24,16,30,48,-42,-10,-36,-32,-42,-10,-4,32,44,56,-8,-10,38,-30,48,30,56,12,30,0,-16,22,-6,-54,-40,46,32,-46,-8,58,20,-38,-16,-50,8,-36,-38,34,-48,10,10,-44,26,32,-18,28,56,-30,8,-10,-14,-54,-42,-48
8820,n,2,"[0,0,0,5099577,4192404622]",0,2,0,0,-1,-5,-2,-4,6,-6,8,2,-10,2,10,-4,-8,-4,-8,-6,12,6,12,-8,-4,-10,-8,6,16,-8,18,0,-8,4,12,-14,6,12,16,4,24,6,-2,6,18,10,-8,6,-4,12,20,10,-24,6,26,16,-14,12,-10,-14,-22,10,-4,30,16,24,0,12,-28,-6,4,18,-18,2,-4,-18,-16,8,38,28,38,22,-20,-26,30,-16,-26,-28,-26,30,-30,-16,12,-8,-16,22,40,-24,14,42,-32,-10,4,-12,28,30,16,8,12,22,34,26,-20,-14,32,10,40,-30,16,-8,-16,18,18,46,-34,20,-42,-30,38,20,4,-44,-40,20,-40,38,-18,-22,-18,32,30,-30,42,18,0,-8,14,44,-4,-38,6,-16,26,46,-36,8,-28,-22,-24,-42,-12,18,20,32,40,-24,0,-8,16,52,14,30,-42,-10,22,-14,-14,-46,-52,-58,-20,14,-24,-40,-18,-10,12,54,-14,-24,-2,36,24,-48,32,58,-20,-58,-34,-2,50,-56
189,c,2,"[0,0,1,-216,-1222]",0,1,0,0,3,1,6,-4,3,2,-6,-6,-4,-7,-3,-1,9,-6,9,-10,-4,0,2,-1,3,6,-10,6,14,6,11,-12,-7,12,-12,-22,-6,-19,14,-7,-3,-18,12,20,18,-13,-18,20,-4,8,-12,-4,24,-12,8,27,-6,-12,3,2,17,30,14,33,2,9,8,18,-1,-13,0,8,-21,6,-10,23,29,-15,6,2,12,-4,-21,-10,12,-16,-28,18,0,26,-15,5,24,-21,-16,24,5,-27,39,39,-16,-43,-1,12,0,-18,23,-16,12,15,18,8,-40,-34,-30,-10,-7,-30,14,-24,-24,-24,32,26,-18,12,44,36,-1,33,-10,32,20,6,-4,47,-51,-40,21,14,6,-6,-52,-36,5,-36,2,21,44,-3,-22,6,-31,-18,-7,21,-55,30,29,-27,-34,27,36,54,-40,-21,-36,-3,47,-10,29,57,60,50,-24,35,14,15,-28,-24,-16,-10,-1,-33,-22,-57,18,-3,38,-64,-22,3,56,12,29,-27,-60,63,-22,-37,-6,-57
9243,d,1,"[0,0,1,-1920,-32382]",0,1,0,0,0,-1,-6,1,0,2,9,-6,-4,2,3,-10,3,6,-12,-10,14,0,-16,1,-6,0,-10,-3,-4,12,11,6,-16,12,6,-4,9,-10,-4,2,-18,6,9,-25,6,23,15,20,14,26,-21,5,24,24,26,18,-3,3,15,-16,-1,18,-13,-9,20,0,-19,24,17,-13,-27,-1,-27,3,-19,14,20,12,39,-16,27,-22,-30,8,-24,2,-1,-6,21,26,-18,-31,-21,-6,-16,-24,-22,42,6,-30,-7,38,8,24,21,9,41,-7,45,6,-15,8,14,-25,12,17,11,30,14,-36,3,24,23,26,-27,12,35,-36,-10,-27,-37,-22,11,36,-13,29,18,41,18,14,-18,51,2,30,14,-51,56,-36,26,33,-4,6,14,-54,20,-15,17,-36,-16,21,56,-18,15,6,50,15,18,-36,-52,17,2,3,-57,14,0,-19,14,39,-1,-51,-16,35,-64,-12,14,42,-30,36,-43,-28,-40,12,-52,33,-52,-15,39,-33,32,44,-60,0
2397,e,2,"[1,0,1,-671,-16099]",0,2,1,1,0,0,-2,2,1,0,6,4,10,10,0,8,1,6,-12,10,-4,-8,-8,12,-4,10,-14,2,8,-2,12,4,-4,8,18,-10,-6,8,-14,-6,14,-6,0,0,8,16,-18,22,-10,0,-6,6,-24,8,22,-4,-10,0,-22,0,-2,-6,4,-6,28,-30,12,-20,-4,-10,-4,26,-18,-12,-18,26,16,16,-22,18,6,-14,18,26,12,-30,-36,-24,8,-22,6,-20,16,-12,28,-20,26,-6,-38,38,44,6,-38,-26,-16,18,32,38,-28,26,40,26,-38,6,2,-44,16,-48,4,-24,-6,-36,26,0,4,36,14,-10,-34,-8,-32,2,44,-6,-2,-2,6,-54,-6,2,54,-44,8,-20,36,4,-18,30,10,-52,4,40,-44,0,44,42,-32,-44,8,-2,14,18,-32,-38,-32,-52,-42,18,48,8,-36,-16,4,22,-18,62,-20,16,-16,2,36,-42,8,26,18,-42,56,-30,30,12,-6,-18,-46,18,52,50,-48,-30,4,44,-54,24
1073,b,1,"[1,-1,0,-13,-46]",0,1,1,3,-2,2,1,4,3,0,8,1,-4,-1,0,-4,0,-11,-7,1,2,-6,2,10,0,7,1,-18,0,-18,2,-15,13,-18,-12,-2,10,10,2,12,-3,15,3,2,-4,25,9,11,-16,-14,-25,16,27,-15,20,-14,-18,-20,6,8,12,18,7,-14,25,6,-14,-8,-20,-22,29,9,8,-21,8,-13,21,-13,-23,1,24,14,-38,33,12,-36,19,1,30,12,-27,-19,-20,8,-3,-13,12,40,41,-21,17,-10,-43,-18,12,39,34,-18,40,-26,40,-4,-14,-9,2,29,35,2,-31,49,9,-12,-10,-27,-38,-45,-2,-42,34,0,28,-26,45,-9,-35,22,-17,17,-24,-8,46,35,2,55,41,-50,11,23,26,24,-44,42,2,-32,51,55,52,2,8,45,-11,-7,-24,-47,-38,-5,-8,9,-36,-3,-5,-21,-29,-44,29,30,40,-34,44,10,-11,51,-12,-30,0,-6,52,10,18,-46,-31,-28,-54,27,-16,18,-12,10,41,-36,10,-9
5478,m,1,"[1,1,1,-1538,-23857]",0,2,1,-1,0,-2,1,-2,6,-4,8,4,4,-6,-2,-4,2,0,4,-8,-12,10,10,16,1,10,14,10,-6,12,4,18,-10,0,6,20,-18,-2,8,16,18,-8,-12,-8,8,-10,0,20,-4,26,28,-14,-18,0,14,-8,-14,24,20,0,8,-18,-20,-12,12,10,-10,26,-16,18,-12,0,6,-10,2,-4,-12,36,-12,-22,30,-10,28,-20,-10,-34,-8,12,38,10,6,-20,24,-6,-26,-20,-4,-24,22,-42,20,-10,-8,-12,-24,-30,36,42,16,-14,-42,-10,-18,-30,-6,-4,30,-10,0,-38,20,20,-8,-50,-22,-4,-12,32,16,-6,28,4,-48,0,-8,-22,38,-34,42,-4,-8,22,24,46,-34,44,40,-28,-40,6,-12,36,-38,50,44,-12,28,-8,-24,-14,14,-28,48,-10,28,-48,-18,4,24,16,-62,-46,-12,-14,-12,-38,-18,-14,20,-26,-24,62,-46,20,-40,-42,42,34,-32,-44,10,-12,2,40,28,4,-20,-26,-62,-62,66,-14
1330,d,1,"[1,0,1,-344,2422]",1,3,-1,1,-1,1,0,-4,3,1,-3,-6,-4,-1,-9,5,0,-9,6,-4,2,-9,-7,-4,0,6,2,-18,8,6,8,-15,20,-3,-12,-1,-9,-7,23,11,-24,18,-21,-7,-18,5,18,5,-19,-19,-9,8,18,6,-7,27,18,-9,18,11,14,18,2,-12,23,12,26,21,8,14,12,-16,3,6,-10,-22,-1,-15,-33,29,-18,17,-9,-10,36,8,-10,0,12,-4,42,5,-6,15,2,0,8,-36,3,-21,-4,-7,-34,-30,-9,-42,-4,-10,6,27,-48,2,-31,-16,12,20,-34,-6,-34,-18,12,-3,14,17,24,0,17,-18,-1,0,26,5,14,-36,-31,-28,18,32,-48,-16,-24,-6,2,-3,-7,-18,11,18,26,48,-19,-36,2,0,-16,-15,8,-45,-52,-30,14,45,-12,-45,-28,6,-27,45,23,29,8,33,36,-22,60,-10,-34,6,-46,-39,-61,62,-37,-18,-58,-36,48,42,-1,-19,38,57,-34,-51,-1,-21,21,0,5,-4,30,6
5096,f,1,"[0,1,0,52463,-3020781]",1,1,0,-2,-3,0,0,1,2,-5,1,-5,3,-6,2,1,-3,11,8,10,2,14,7,13,1,11,-5,-12,-16,-12,-4,-15,8,0,2,-4,-16,2,-14,-12,23,6,17,-8,-8,10,-18,-10,-15,17,0,-26,-9,12,-5,0,24,-21,-32,24,1,-20,-32,-23,9,24,-28,20,-6,21,32,-1,-26,14,-36,22,28,16,10,-13,-12,-13,-12,22,14,-16,-38,17,-28,-6,42,12,8,-25,-22,-8,-10,18,-11,4,6,-6,-1,-40,8,-21,-23,-18,-3,21,5,-38,32,-4,6,-20,-38,33,-28,8,34,-5,-13,45,-32,40,49,-11,24,-8,-6,39,-40,12,25,17,49,-23,-18,-1,-18,-43,-44,6,8,36,36,-36,25,22,-42,36,-26,18,-48,-8,-35,-29,-16,9,-18,-9,-58,-11,4,-30,44,-9,-48,-52,-40,54,-20,6,-49,46,12,-16,48,42,-52,-40,44,12,14,17,24,52,63,-49,-2,23,46,-22,-3,-35,-13,30,-52,9,-9,-6
900,d,2,"[0,0,0,-10920,439220]",1,1,0,0,0,1,-6,-5,-6,5,-6,6,-1,-2,0,1,6,-12,6,-13,-11,0,-2,8,-6,0,7,12,4,12,-7,12,16,-12,-18,-4,-18,5,-23,-5,12,6,6,5,6,-11,6,-7,5,25,0,-19,0,12,-7,12,12,24,-6,-16,7,-6,-17,-18,-17,6,-11,24,-28,-17,-18,26,-18,-24,31,1,23,12,24,13,-36,-19,-12,-10,-18,-11,23,-24,12,10,-36,-32,-18,6,7,-24,29,-24,18,18,-17,-7,-8,18,-30,-6,5,37,-36,24,-36,-37,-32,-2,36,-31,-13,36,4,12,-6,-48,-22,10,-6,-24,8,-6,29,-18,-23,-14,20,36,32,19,-12,-13,48,7,-12,-36,5,-6,13,-12,2,-54,-23,-12,-40,48,49,0,-23,-6,28,-18,53,42,-47,-30,42,-24,40,42,18,12,-37,-26,-19,-6,42,47,-42,-53,-31,-48,29,-30,25,-1,-11,24,43,-6,30,-30,19,43,53,66,31,-24,11,-54,-18,-66,-58,10,-6,-30
4294,d,1,"[1,-1,0,-1165563934,15316534975252]",0,1,-1,-3,1,4,3,-5,-8,5,9,6,0,8,-2,-4,0,1,0,12,-4,-2,4,8,-1,1,-14,7,2,-9,18,-3,-11,1,22,4,-12,-20,4,4,6,21,11,-8,3,5,-15,-19,20,-8,26,14,17,6,-18,25,-8,4,-6,1,-18,6,-29,-2,6,28,17,17,14,-8,-4,-17,-2,24,-34,26,-29,-21,10,37,-30,-26,38,-34,18,25,1,-35,41,-4,-12,-32,32,7,-16,40,-28,24,5,26,25,25,38,-2,-8,34,20,-2,-12,-21,-18,38,0,30,-15,-28,25,23,-34,8,38,-36,8,37,38,-51,-1,9,4,-24,-2,34,41,38,20,31,-15,-51,11,38,12,10,20,-4,-16,12,-52,-34,-22,-9,-6,21,-6,40,-8,46,20,-15,-36,-49,-14,-10,28,20,2,19,3,-8,-15,-29,-14,-60,36,59,-32,-6,-23,-30,20,32,52,4,-23,-7,26,63,-44,3,3,-22,4,-37,-5,12,50,27,-56,-6,-50,-40,31,13
3298,b,2,"[1,1,1,-6063,49397]",0,2,1,2,0,4,2,6,-1,0,-8,8,-4,-4,6,-8,8,2,-12,0,-4,-8,-6,0,-12,-6,-1,10,8,2,4,18,-8,10,6,-22,18,0,2,22,12,8,16,-20,8,-26,8,-8,-10,16,-2,-26,-6,16,14,-12,14,0,4,-8,16,30,-6,-18,12,-28,22,-12,-12,-30,-30,-10,-26,32,24,-18,26,24,-18,32,14,-10,-18,-6,-16,26,0,-4,6,2,-22,-8,-28,0,-32,20,-10,-16,30,-18,-28,-28,-2,18,20,-6,38,-10,-16,-30,40,2,-28,-10,18,-14,0,-18,18,-32,-16,0,42,-10,40,-14,-6,-14,32,40,16,26,-16,-36,32,42,38,30,-18,-18,-50,6,10,36,24,-10,-50,20,24,30,20,-24,4,-22,12,48,-2,-12,8,54,38,-12,42,-54,-32,-40,2,-8,-24,-40,6,-48,-52,-26,-52,10,-40,-6,-62,24,32,-18,8,54,12,10,24,-18,56,48,-10,-12,10,6,8,-22,30,-62,26,56,42,24
7920,i,4,"[0,0,0,124197,9595802]",1,2,0,0,-1,4,1,-6,2,4,-8,-6,0,-2,-2,8,0,2,4,-10,-12,-16,6,-8,-16,-10,10,-6,0,8,-2,6,-12,-20,14,20,10,16,14,-4,-12,-18,-12,-10,16,-2,-10,16,-28,0,-8,-10,18,8,26,-12,-2,12,-14,8,18,-18,-24,14,-16,0,-22,2,-28,-18,24,6,-2,-16,32,-22,-20,-8,-38,-34,30,-6,-12,38,-16,10,8,12,-18,-34,18,32,12,-8,-24,-36,4,-12,18,-26,-32,-2,-40,30,-40,-10,20,-38,4,34,-8,-14,-28,42,14,4,32,46,28,16,42,36,-42,-2,-18,36,-28,-6,-42,0,0,2,28,-52,-40,-42,-26,-38,18,32,18,46,20,-30,-16,8,-34,16,42,42,4,-40,-30,30,44,36,44,0,-40,30,14,18,60,-14,-4,12,38,48,-16,58,-22,-30,-20,-34,-32,-34,0,-10,-44,58,12,46,-24,4,54,-14,-16,-38,-14,-60,-6,-48,26,-24,-12,2,24,6,58,22,42,-4
2055,a,1,"[1,1,1,-685,-7180]",1,1,-1,-1,1,3,-1,1,-7,-8,3,1,-3,2,-5,10,-1,-4,5,10,-12,-14,-14,15,0,6,-10,-18,-16,-18,5,14,16,0,1,-16,-5,22,-7,14,-6,-18,-4,5,-20,8,-21,16,14,8,-29,24,0,2,-2,0,-21,-20,-10,-5,-27,0,21,-3,-8,-3,-4,16,24,-26,26,-20,-24,0,-3,16,-2,-18,-24,-20,27,-19,-23,4,12,-20,-38,12,-34,-11,30,-24,-20,21,-37,28,40,13,26,37,19,15,28,9,6,-6,-31,14,30,-2,4,-16,28,-14,27,47,-11,6,42,26,7,32,28,18,-27,30,-11,10,4,-45,8,-37,-29,23,-32,-20,30,-10,-9,52,31,-29,-12,-42,-4,35,-15,40,-27,8,40,-53,-27,2,44,24,-18,-4,16,4,48,4,0,2,20,0,-58,-15,-28,-30,-19,52,-3,-2,-24,24,16,-27,15,-15,-40,28,-13,-26,37,19,-6,65,18,34,14,20,-2,-31,45,11,-57,22,-59,-18,-18,61
2772,m,1,"[0,0,0,51,-191]",1,1,0,0,-3,1,1,-1,0,5,-6,3,-4,-7,12,2,-3,-6,-3,2,-1,-12,-7,-4,0,-6,2,0,-10,-3,-16,-6,-16,0,-12,-4,15,8,-16,-25,6,-12,-12,2,0,-22,-6,26,2,2,6,-10,30,15,-1,27,-27,-15,-6,-7,32,27,29,0,20,-24,-28,6,-28,-22,24,35,3,-24,38,-4,-7,24,12,32,-6,-22,15,-1,-15,-16,17,12,-24,2,-24,-25,-27,-36,8,-27,41,6,-30,-39,-25,20,44,3,42,-6,32,20,15,-36,12,-7,5,8,18,32,-16,24,14,3,-24,9,14,-10,-18,36,-22,-42,35,27,-46,2,14,33,-13,17,0,23,-3,-13,-21,15,-1,-27,11,-39,32,21,26,18,32,-6,-4,-27,29,48,-28,-42,38,15,38,-24,-54,27,-58,-9,54,12,35,-10,26,21,-15,50,0,-28,-46,-6,2,-42,-25,-55,35,-18,-58,-36,-12,21,-40,8,-28,-36,2,-21,-25,63,33,-45,-52,-34,-30,-30
