0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205
5202,c,2,"[1,-1,0,-1171116,488099848]",0,1,-1,0,-3,4,3,2,0,8,6,3,7,-8,6,-4,6,9,-15,-14,2,0,7,1,-12,0,13,-3,-7,9,-2,6,8,-12,-12,16,3,-13,-16,-2,-12,-15,0,10,6,7,18,-11,-20,-19,12,14,0,-6,1,9,12,6,27,17,-14,-12,16,-15,-16,24,22,30,14,-14,15,-28,24,-18,13,-4,-26,-6,15,34,-12,11,-21,-22,-18,-19,4,-12,-36,-1,15,-7,-27,-6,19,-15,-20,18,21,0,38,-2,22,-18,39,42,16,-10,-3,-18,-24,13,7,-28,-12,-26,35,12,-2,0,6,-3,2,22,-42,45,4,45,40,0,-13,20,-10,6,25,-10,-6,41,9,-20,-6,0,-8,-6,-29,-27,-28,30,4,-6,-52,18,-14,-18,-34,-48,-14,-42,56,-60,-37,6,3,-36,-31,-27,12,30,-20,-14,10,-3,-57,56,42,50,11,-30,22,45,-16,-4,8,-51,34,36,-42,6,28,-10,-11,-18,46,-60,8,-57,36,-48,-11,-26,-6,54
7392,n,1,"[0,1,0,-24018,31022280]",1,2,0,1,0,1,1,-2,4,-6,-4,-2,10,-6,-12,-12,-6,-6,0,6,-4,-8,8,16,-2,10,-14,2,-2,-16,2,-2,8,10,-18,-2,10,-16,-8,-4,12,-2,20,4,20,-6,-18,6,4,-14,18,-12,-6,24,-8,0,2,24,-24,-28,10,18,-26,-2,-2,-2,-34,26,4,6,0,-30,-6,0,2,-26,-4,-2,14,8,-26,4,-28,-10,8,2,4,12,14,-30,-6,4,28,24,40,36,20,44,16,-22,-42,-34,40,-42,-14,10,-40,30,-24,-44,32,28,40,22,-38,-28,-40,2,16,-42,-34,-16,20,-34,-18,-20,-40,-6,34,-18,18,6,-16,24,16,10,0,44,28,2,-12,30,-26,10,24,12,20,14,-10,0,24,36,18,-2,-4,-8,-44,36,-32,50,40,6,36,46,32,-12,-46,-38,-44,26,-14,-8,0,-40,-8,-10,-58,6,-16,-26,44,26,-12,34,-54,-8,-56,-64,-18,28,-50,60,-34,48,12,-12,-52,50,-2,26,52,52
5236,b,1,"[0,0,0,-1384,41764]",2,1,0,-3,-3,-1,1,-6,1,-4,-1,-4,1,1,-2,-4,-4,-14,-15,-2,-5,-3,-12,4,-8,-3,-3,14,-8,-12,2,11,-22,-18,-19,-12,0,-16,-1,4,8,0,3,7,-9,-8,28,16,6,19,2,-7,-18,10,12,21,-6,12,10,-28,0,18,-22,2,30,-32,-17,23,-19,14,-18,-10,-15,-18,-3,-6,-5,15,21,38,-26,-32,12,-6,34,-17,12,3,41,22,26,-1,-39,-20,-25,-8,-44,-22,37,37,-12,2,-10,2,-34,-2,-46,-13,4,-40,28,8,26,-20,-42,-7,1,45,19,-3,17,48,-1,-10,-8,-48,15,-12,-35,5,7,-4,-24,-36,37,-2,34,-12,22,8,27,24,-20,-48,-25,-18,15,-3,-16,18,1,24,-20,25,-36,30,-20,0,32,-38,6,30,57,12,-12,-9,-19,-35,-8,2,-28,51,-12,18,-6,34,25,33,-26,-39,-42,26,32,34,-57,10,47,-38,20,20,42,-44,-43,58,-49,-6,22,-29,-48,5,56,-38
9048,a,2,"[0,-1,0,-110308,-20086892]",1,2,0,-1,0,4,2,-1,-6,0,4,-1,4,2,-12,4,-2,-10,-14,-14,-8,10,2,-8,-18,8,-6,18,8,-16,2,-2,0,0,-4,-4,-4,-16,6,16,10,-6,-12,6,0,-2,16,0,4,16,26,22,-18,26,-2,-16,-18,4,-14,-16,30,8,-12,-16,-4,-4,6,4,12,6,-28,-10,-24,6,8,10,32,6,-10,-34,-20,10,-8,14,14,-2,-8,-16,24,-18,12,20,-24,2,-8,-8,-8,12,-40,-26,-4,-34,-28,12,-28,38,-44,14,-18,36,-4,-10,8,-34,-4,-4,24,34,0,-32,18,-12,6,-14,-18,-42,16,30,50,-20,-16,22,-12,22,8,-14,0,-2,-48,32,6,54,28,36,40,18,-46,-30,50,-42,-36,46,-42,6,-52,-48,28,0,0,-16,14,-60,-58,6,44,20,-12,-30,8,22,-50,-6,-30,38,20,26,32,10,-8,8,16,18,32,4,-6,12,10,30,30,8,26,26,58,42,-52,-32,-68,30,-10,-46,-12,-8
3627,a,1,"[0,0,1,-120,-558]",1,1,0,0,0,-2,-1,1,4,0,0,6,-1,-11,2,4,8,4,10,0,6,-14,1,-14,4,-1,8,-15,-9,-13,-8,-15,-18,15,-18,4,0,9,13,-4,-7,-21,6,-26,9,-2,-3,-2,-17,-1,26,15,13,-8,10,2,-15,-4,-18,-3,-16,-30,19,-2,-16,7,-10,2,-8,-4,-24,6,-25,30,26,-11,4,1,4,-34,-5,19,-12,20,-32,0,0,21,-26,35,9,13,32,36,-16,-24,36,-16,-2,43,-34,-4,4,37,-11,-4,-32,20,33,-20,36,-14,1,-26,22,-45,-47,30,-33,22,29,-20,0,-22,14,-34,36,-3,49,50,-8,22,-3,-33,-11,-46,6,-2,37,43,-2,18,-54,-46,-10,-48,-20,-38,14,-51,14,12,-38,-42,56,24,-5,2,-1,35,17,5,-43,-42,-5,13,-18,0,-54,47,43,26,29,5,39,44,7,0,26,-60,-1,-30,2,0,-5,-25,-6,38,-23,-16,-14,-2,34,36,30,1,-16,-42,-45,-47,-42,33
1785,j,1,"[1,0,1,286,287]",1,2,1,1,-1,1,0,-2,-1,-4,-8,2,-8,2,6,-8,-8,2,4,-2,-8,-4,-2,-8,-12,10,-10,-18,12,12,6,-2,-4,16,22,-4,-10,0,14,4,0,-14,20,6,-16,14,26,24,4,4,-20,-10,6,24,10,-4,6,8,-6,-8,10,26,-28,18,-8,-4,-26,-14,-4,-10,36,-34,-2,0,-8,-26,-28,-16,6,-38,6,26,0,6,-12,-6,-32,-36,-10,2,-10,-12,12,-4,-16,20,12,-32,22,6,-16,22,-12,42,12,2,12,2,-4,-42,16,-22,-40,-2,6,4,16,-18,-44,8,34,44,-10,-34,-6,4,52,46,22,-28,36,14,20,-40,-24,-26,-30,-46,-22,-12,-6,-18,28,-46,56,12,-2,-44,10,-42,36,-24,-22,30,-32,-24,-44,-36,8,-42,-22,-6,-36,6,-20,4,6,8,8,-38,34,26,-28,46,-20,58,-24,46,28,26,-36,14,4,32,2,62,-16,-10,-46,-8,-46,60,-34,-28,-36,-42,44,-42,58,18,-18,-40
5742,v,4,"[1,-1,1,-12974,537941]",0,2,1,0,2,0,-1,2,2,-4,8,1,4,2,2,4,4,-6,-4,2,-4,16,6,-8,8,14,-14,6,0,8,2,14,16,12,-18,0,6,-16,-22,4,-24,6,12,6,-12,-18,6,0,20,0,0,-14,6,-8,18,28,-2,-16,-18,16,2,-26,16,-10,-12,28,10,-10,-4,22,24,10,-18,24,-20,18,4,-8,-26,-10,-34,6,28,2,-24,-14,8,-4,30,2,-18,-16,-12,-40,24,4,-28,-32,18,-10,-40,2,-8,-18,-12,-30,-8,42,-20,-18,36,14,-8,42,22,-4,8,-18,12,-40,-18,44,-10,-30,22,4,12,-10,-10,24,4,2,-28,-8,-4,-14,-10,-34,14,-32,-42,26,-24,-10,-28,36,-46,12,42,-10,28,24,10,30,-44,32,-12,20,-56,-18,26,38,4,-34,-24,12,-50,-28,-40,26,-46,6,-24,-50,-40,6,-8,-26,16,-50,8,42,-4,36,-34,-34,-40,-46,34,-36,-10,-16,2,36,-36,30,52,6,-10,30,-42,-56
1299,c,1,"[1,0,0,-10,11]",1,2,-1,1,-4,-2,4,2,6,-2,-4,-8,2,-10,2,-6,8,2,-4,-14,-14,12,-10,-8,-4,0,14,8,10,8,18,-4,-12,-8,2,-8,-24,6,-6,-14,-8,-4,-4,-10,-16,-14,10,-16,-8,-28,12,6,6,-16,26,0,-22,12,-30,-8,18,24,16,-10,-26,-24,18,-24,32,10,-8,-6,-8,0,8,-6,-8,8,-22,-14,6,-6,36,38,16,1,-12,24,26,-26,4,30,12,-8,24,-8,32,0,8,-38,22,30,6,-16,24,-6,-22,2,8,-4,36,-46,6,26,16,-34,40,-22,-16,-24,4,36,10,-46,4,36,-38,20,-42,-40,44,30,-16,32,-28,34,10,10,0,-32,28,-12,-38,-16,-18,-12,42,40,-26,18,10,-24,54,-12,-40,36,32,-60,16,32,-46,-50,12,20,50,-36,2,-24,38,-14,30,-6,-36,-30,52,38,2,-40,-18,-8,36,-46,-8,-44,14,28,0,38,-10,-36,14,-56,-42,36,36,38,-28,-50,2,14,-2,32
5208,a,2,"[0,-1,0,-7000,88396]",1,2,0,-1,-4,-1,6,-6,-6,6,0,0,-1,-8,-2,10,12,4,10,10,-12,8,-10,-8,-4,10,-2,-12,8,8,-14,2,12,-18,6,-8,-14,-4,4,-20,16,-12,6,-10,0,-2,-12,-16,-16,24,2,-14,-18,-12,-18,20,-22,-8,6,-8,12,26,-30,-24,-22,12,6,-30,-10,-22,10,-16,14,-24,8,6,36,8,0,-8,-2,-10,6,-38,-8,-18,16,36,30,14,14,28,18,16,-20,34,-30,20,38,22,-36,6,-20,-28,34,-18,-14,2,-16,18,-40,10,-12,4,-42,16,16,-18,8,0,-26,-48,8,-2,-22,8,14,42,-28,-8,-8,4,-10,36,48,12,-30,-10,10,4,-6,-18,2,12,-32,6,-6,44,-56,-18,-24,24,30,-10,-6,-20,-16,-24,16,30,-30,6,-38,14,12,-42,42,-8,4,-24,-42,22,-6,22,-32,-34,-20,-58,52,2,-4,10,-24,32,42,62,-24,6,-46,22,-50,-32,50,-12,-6,26,-40,26,-46,46,-14,0
7974,o,2,"[1,-1,1,-1859,54155]",0,2,1,0,2,2,-4,6,2,4,0,-2,2,-2,2,4,10,-6,4,2,-4,6,10,-8,-12,-2,6,-18,12,0,-2,6,2,-12,18,-4,-4,16,4,4,2,6,12,-10,2,-2,-24,-2,-4,10,12,-18,-10,20,-2,12,-14,10,-14,-16,16,-18,8,0,12,10,-34,2,-4,34,4,26,2,-34,-16,26,16,34,0,-28,-18,-10,-4,20,0,-26,18,1,6,-22,-26,-14,-12,-14,18,8,-20,-12,20,6,-16,-32,-4,24,8,10,-4,-22,12,14,26,-30,20,46,30,28,12,-14,12,-38,-6,-12,-12,30,22,4,-36,12,-24,8,28,4,-36,-30,-28,-38,-6,-18,42,-4,42,42,-32,40,44,28,2,-8,2,18,-40,-6,-36,54,36,-30,32,-14,-10,-10,-22,-20,-40,2,-4,-12,-42,12,40,30,-50,6,-56,-28,-34,46,-8,30,-44,-26,-24,-10,-8,44,-4,18,-58,34,-42,-12,-26,-46,-14,-60,-20,-42,-56,-18,18,26,-18,-36
3696,n,3,"[0,-1,0,-13168,743104]",1,2,0,-1,0,-1,1,2,0,-2,0,-6,-2,2,0,4,6,-6,0,2,4,12,-4,-8,-6,-6,2,6,-14,0,-10,-18,-8,6,-18,-14,6,-8,-16,-20,-12,18,12,20,-24,2,-6,10,-20,-2,-18,20,18,0,-28,0,18,-24,0,-20,-10,-6,-14,18,34,-6,-10,18,4,14,0,-10,18,0,22,2,-20,-6,6,-16,6,-40,12,-10,0,-22,28,12,-18,-22,6,-8,36,-24,4,12,4,36,-24,-6,10,2,-8,18,-18,-6,-32,-10,24,24,36,8,40,26,42,-20,-20,-30,-32,-6,30,0,44,14,18,12,-8,-18,26,18,46,26,16,-48,4,26,-12,-16,36,-50,36,-42,10,-42,-20,-36,-52,-6,2,36,40,24,14,30,-44,24,52,0,16,-6,-52,18,12,-42,16,12,18,6,40,-10,-22,48,24,32,48,62,-38,-18,-8,-42,52,-34,-8,-42,-22,36,-60,24,-22,-44,-34,-12,62,24,-20,36,-60,-6,-10,2,-24,-36
5760,a,1,"[0,0,0,-18,28]",1,2,0,0,-1,0,-4,4,6,-6,6,-2,-8,-8,0,-4,-6,10,12,-6,8,4,14,-4,4,4,18,-18,-16,4,-14,-14,0,-12,-6,-22,-6,0,-4,-4,2,-2,-20,2,-24,6,6,-4,-14,-16,-12,-10,-2,20,22,12,-6,6,-10,-28,-8,-12,16,18,-20,4,-10,-2,-14,-10,0,-14,-26,36,-16,-12,10,-34,-14,8,20,38,36,-34,-12,22,-20,-20,-20,18,2,40,-24,-28,8,20,26,-22,-26,-28,0,2,4,38,-32,44,-14,-30,36,26,44,-10,-8,-16,6,18,-44,-40,-36,-2,22,12,2,-26,46,24,46,-18,-18,16,40,48,-30,-22,8,-24,-4,10,22,48,-14,40,-26,30,32,24,26,44,32,38,10,-46,-12,4,12,-14,32,-36,40,60,2,-22,12,-54,40,12,46,-30,12,36,-30,-6,36,-2,-40,30,20,-12,-50,-22,-56,-34,-8,-28,-16,-38,30,-30,4,-20,-54,-56,-18,-44,66,42,-32,-54,-50,4,-54,26
9290,b,2,"[1,1,1,34,133]",0,2,1,2,-1,-4,-4,-2,8,-4,0,6,10,-2,10,-10,8,6,0,-6,2,0,8,2,8,-6,4,2,-8,18,12,6,-12,-12,6,4,18,2,-2,10,8,18,12,-4,2,-6,-2,-10,-12,0,12,-4,0,18,18,12,-2,0,16,-14,2,-22,-18,-2,-34,10,8,18,-12,26,-20,10,6,-6,8,6,-20,0,12,-30,22,38,12,4,30,12,-12,18,14,-32,-28,20,-28,12,16,-36,32,-8,14,-30,-38,-32,-30,-14,-26,-10,-4,-42,-12,34,26,-34,20,34,6,0,-20,-14,-6,-24,-42,48,-32,26,22,40,-4,40,26,-20,-8,2,4,-16,-32,10,6,2,-6,-20,-46,-6,32,52,32,-16,-38,-20,38,-38,52,-24,38,54,52,48,-8,-8,-48,-1,-38,28,32,-36,40,20,28,16,-2,38,30,-18,-36,-34,20,-56,56,-2,-12,-48,-28,32,4,-60,-22,26,48,30,2,-18,-30,6,36,-54,-44,60,40,-36,-34,-22,-18,-20
8541,b,1,"[0,0,1,9,-26]",1,1,-2,0,3,-2,-4,-1,-1,5,-2,-6,-4,11,0,-6,11,1,9,7,-3,6,-1,-5,9,6,-17,9,0,1,19,-2,-13,7,-2,-18,6,-16,2,-14,-16,-10,-7,6,16,-16,-22,-18,11,-16,-18,-8,-9,-15,-20,-2,18,-25,0,-26,-12,17,24,-18,30,-20,28,-2,-20,-20,36,-25,36,-20,-28,34,2,34,30,21,-30,8,-12,-14,7,26,-32,-36,1,15,18,-37,-31,-20,-7,23,-19,-6,24,-6,-31,12,15,10,15,2,-4,-16,8,-6,-31,-38,25,6,31,-12,-16,-18,24,24,6,-6,-10,-29,6,39,-10,-35,-26,4,-3,37,19,-32,22,47,-6,18,-11,-23,-6,-16,-37,-6,32,-56,-26,32,11,12,20,-9,-30,-33,20,51,0,-6,-34,6,43,-38,-12,14,-12,21,-18,-41,-22,2,12,-40,-30,45,-42,-28,-44,30,-38,25,11,28,25,44,-53,-58,12,38,26,46,-36,-35,-2,-37,-8,-9,-22,18,-20,-60,36,22
4774,k,2,"[1,1,1,-3735,-555239]",1,1,1,-1,-4,1,1,4,-2,-5,4,5,1,-2,-3,-1,-2,-6,0,2,3,-13,4,0,4,-10,-12,-18,-16,-2,0,-1,-7,-13,-2,20,10,17,-12,-1,-2,-21,20,2,-3,-6,3,-5,-8,9,-12,-15,-16,-5,-8,-23,-2,-21,15,-8,-22,-8,-1,-11,-17,32,9,-27,2,33,23,35,-21,-30,8,4,-5,19,10,18,2,10,0,-23,12,39,-35,39,-10,3,12,-6,18,0,-2,-28,20,-41,15,-28,4,42,-22,18,-31,-45,-3,-22,28,34,0,12,-27,14,-2,15,12,-8,39,-32,14,30,42,-26,18,-21,-8,2,10,25,-12,-1,-5,-21,-13,28,2,10,-51,8,3,-45,-28,22,-26,-27,35,-30,-26,18,5,-26,-2,-53,54,-47,-37,-38,40,15,-47,-38,-2,-6,28,22,18,9,-8,63,55,-46,-25,-63,-48,34,-20,25,-28,-33,-16,-20,-17,42,29,48,24,10,38,-16,-15,57,-1,-36,-28,-33,-2,14,37,9,63,39
4785,a,2,"[1,1,1,-14460,662412]",1,8,-1,-1,1,0,-1,-2,2,-4,0,1,8,6,-6,4,-8,-10,4,6,-12,0,2,-8,4,2,-14,6,8,12,14,10,8,-4,18,-12,-10,0,14,-4,8,14,-4,-10,-24,-22,6,-24,-4,16,-28,-26,-22,0,2,-12,18,-16,6,8,-10,26,-28,-26,-20,0,26,6,-28,-6,12,-2,-30,-32,-8,6,-12,-8,-34,14,18,-30,-4,22,0,18,-32,36,-6,-22,30,-16,-20,24,-40,20,4,0,-2,-22,36,22,-4,46,12,-38,-28,34,-12,18,-48,-30,-40,38,-30,-28,-40,10,-28,32,38,12,-10,-14,22,36,4,-2,38,40,16,-26,28,16,24,-10,-6,-38,-34,-52,-42,10,-12,22,-16,-28,-50,-48,14,58,-28,24,14,-54,-28,-32,20,-8,16,-46,10,14,-4,-6,32,-12,-30,-16,-48,46,2,-18,12,-34,24,-62,0,26,52,30,16,-34,40,44,38,42,-24,6,22,44,-46,0,34,-12,-52,-42,-52,-6,58,-34,-30,24
8673,c,2,"[1,1,1,-2010,32976]",2,2,-1,-1,-4,0,0,-4,0,-4,-8,6,4,-10,-8,-2,8,2,-1,12,2,-10,-4,-12,-12,-10,-4,-18,-8,-2,-10,-10,16,-20,6,-4,-10,-10,4,8,8,-2,0,-14,-20,-26,2,0,-10,8,-12,-8,6,2,22,0,-28,-30,-30,0,10,-18,20,20,-12,-8,32,-22,-12,22,-24,24,6,14,28,-26,16,36,30,-4,30,0,-28,2,8,38,16,-8,-6,18,-32,6,12,-24,-32,-18,32,24,-34,12,-28,18,0,2,-36,6,-22,-14,12,-24,-22,28,-16,14,-2,-20,20,-10,-36,4,30,12,18,-26,4,44,-24,-50,-26,48,-40,-2,2,26,10,2,-36,40,-34,20,18,26,8,-38,-22,-30,-38,0,46,6,4,28,46,42,0,24,-48,-6,-30,26,-32,38,18,-22,42,-8,-2,24,-30,-26,34,-42,-30,4,-30,-58,16,-24,4,2,-24,34,8,-4,-10,36,-54,-62,58,4,46,-24,16,4,10,-40,-58,6,2,-26,42,24
4761,e,1,"[1,-1,1,-617,-5880]",1,2,-1,0,-4,4,0,-2,-4,4,0,-2,-8,-8,6,4,0,4,4,8,12,-8,6,-4,0,-12,8,-6,-4,16,16,4,-16,12,-12,-4,-4,0,-8,-4,8,-18,20,-16,8,-18,-26,-4,4,8,24,-16,-10,8,8,-24,14,24,-18,-16,-22,20,-20,-12,12,-16,-32,-2,-20,-8,12,-14,-30,-8,12,-8,20,8,36,14,12,-10,0,32,-32,32,-8,-36,-18,-8,-18,-32,-40,0,-8,12,12,16,-34,36,-36,-14,-12,-12,24,-4,-4,-34,36,-34,-16,-26,-8,-24,-28,12,28,-20,-12,48,-14,-8,24,2,-20,36,20,44,-16,24,-12,-16,44,-24,-28,16,-6,-32,-20,-12,-12,10,28,10,-16,24,-14,-24,54,6,-44,24,50,-12,20,-8,44,16,60,-18,-16,-4,4,-4,0,8,-60,-16,-24,42,-24,-22,-56,-30,40,-8,16,-36,4,-6,28,-56,56,40,-6,-22,-16,-44,30,-28,38,-64,-46,-12,4,-62,-32,-36,-16,-32,-36,-16
2898,i,1,"[1,-1,0,1134,-30380]",0,2,-1,0,2,1,4,-2,6,4,1,2,-8,6,6,-4,8,-6,-4,-10,4,8,-6,0,12,-2,10,-6,8,-12,14,-18,-16,-12,6,-12,-6,8,22,4,0,2,12,-2,16,2,26,-24,4,24,12,14,-10,16,-22,-12,-18,24,2,24,22,-10,-20,2,12,16,-14,2,-4,-30,36,-2,30,24,0,6,-36,-16,-6,-2,-34,10,12,-10,0,26,-16,20,-2,-22,-30,0,-4,32,8,4,-28,-24,-14,30,-4,-34,20,-30,-4,22,-20,-14,12,-34,-24,-22,-24,6,-26,12,40,-18,-44,0,-14,-20,-18,-30,-14,36,-52,34,-26,-8,-8,-26,4,-8,32,22,38,-38,-46,20,-54,-42,52,42,56,36,-34,40,38,-42,-28,16,-18,-42,4,-48,-4,-48,-24,-18,18,-38,-52,6,40,-44,62,-40,-32,-58,-14,-54,4,-34,-24,58,-40,-2,60,26,-24,-10,-16,12,-26,22,64,50,-2,4,10,-8,34,36,4,-30,12,14,-30,30,6,48
2820,a,1,"[0,-1,0,-220,1432]",1,1,0,-1,1,1,4,-3,-3,-5,-9,-9,4,-2,9,-6,-1,5,1,1,-10,-1,2,12,12,-12,-16,-10,-1,-4,-2,-4,8,-12,-12,1,-14,21,4,16,-21,-25,-8,10,0,-6,21,13,-4,14,15,-4,-6,16,-7,-3,-22,6,-6,0,-18,25,16,-14,31,-2,11,-4,-20,-14,-16,26,-26,0,-2,-6,-16,-20,-37,8,-38,24,8,20,15,19,16,-15,31,4,-10,22,1,-19,19,-9,-33,-27,33,36,-19,11,2,-12,-4,30,-2,11,-28,26,46,41,14,-38,2,26,-20,6,-31,8,45,12,11,9,6,-46,37,-13,-10,35,34,-14,-46,-39,13,-10,-14,-26,26,40,18,-18,-46,-23,56,8,-42,2,-20,-54,-9,-42,-47,13,-1,40,37,-40,27,54,10,-20,-4,-38,-28,8,61,39,2,-55,-46,36,55,55,18,29,5,31,0,-28,-32,32,40,-42,-14,5,9,36,-50,31,-43,-18,-12,-43,-39,-42,32,54,-28,29,-1,-26
9530,e,1,"[1,0,0,-336,-2540]",1,1,1,-2,-1,-3,-3,4,-4,-1,-2,6,4,4,-3,6,12,-4,8,-6,-11,14,2,0,0,-12,7,-8,-11,-8,-13,-16,20,0,15,7,-10,20,-4,-10,-4,12,12,-22,24,-10,5,-8,-10,8,-2,21,-3,-15,-28,1,-13,18,-10,-30,2,-32,-2,29,-26,26,-6,21,0,-10,-33,-25,37,-2,6,-35,4,-14,-33,-15,5,-11,16,10,-12,11,27,39,-25,13,24,-34,12,-20,-24,18,-32,39,-32,4,-25,33,-27,-13,4,-10,-33,-11,-3,21,24,16,-25,9,26,-45,5,0,-31,-28,6,-40,35,-17,36,1,-34,33,12,-42,51,22,-1,5,27,46,-30,4,-46,41,-23,-33,-20,-2,16,-29,30,-6,2,-55,40,-2,-17,27,-56,9,-46,-19,-22,-46,38,-8,30,1,23,20,-18,-21,-45,35,38,46,-60,45,-27,26,-16,16,-26,0,52,-65,-43,12,-26,48,2,4,2,36,-46,27,-2,59,38,3,33,16,12,-13,12,-17
5450,k,1,"[1,0,0,-93,-463]",1,1,1,1,0,2,-3,-2,-3,1,-2,-10,-4,-10,7,-4,0,-6,12,4,5,-4,9,-16,-9,11,18,18,-10,11,1,-3,-2,-4,-9,-15,-22,-10,-4,9,12,14,-7,0,20,-13,-2,-4,13,-26,28,26,-6,-18,-1,15,6,30,6,-20,-2,6,21,-14,-23,12,-22,32,-13,11,5,18,2,-22,2,-6,-33,-32,-30,8,17,-27,-31,-30,-40,7,-26,-25,-9,-9,30,32,20,6,24,-12,-20,-10,24,-5,29,2,19,-38,12,35,28,7,-15,-39,6,-23,-28,46,6,-28,-12,-26,16,-26,14,41,-6,10,-12,5,-15,-32,-24,8,12,30,-12,10,34,30,35,-1,22,-32,-6,38,0,-40,-2,15,-6,30,12,19,49,48,-44,-18,43,48,-44,-30,4,-14,39,2,-4,-33,-8,25,-9,-36,-2,-54,-7,-46,33,-50,-30,11,12,53,15,30,16,-8,-46,-25,6,-3,18,30,16,-21,31,-42,45,-1,25,68,21,-66,-35,16,3,-18
7704,a,1,"[0,0,0,-243,1431]",1,1,0,0,-1,2,2,-5,-3,1,6,0,4,-3,-8,6,2,-4,0,7,-14,7,-10,-8,6,4,-12,2,14,-1,-18,5,-2,-15,20,6,-12,-19,14,-4,-23,-21,15,-22,25,2,-18,-1,8,5,-18,-22,-8,18,-15,8,30,-2,-5,-11,-20,18,11,8,14,-21,17,14,-21,3,-33,-4,30,-3,4,1,24,10,-30,-30,-30,-2,-37,-13,-4,-10,32,-24,9,-7,-24,-16,6,-27,-12,21,14,-6,-14,-27,-26,-36,17,-23,7,0,-5,3,36,-11,26,-4,0,-34,37,2,-38,25,-31,-24,22,16,-30,-22,-18,12,-27,5,-2,15,7,32,34,-6,34,52,44,4,-18,-18,18,15,-44,33,46,-27,32,-36,4,12,39,37,-8,6,43,-47,2,24,40,-39,27,-38,24,-2,9,-51,42,-33,16,-41,16,-15,20,-20,-3,16,-25,-10,40,39,59,-32,28,-3,14,-50,32,-10,18,52,38,0,45,-4,-28,-46,56,22,10,-18,-30,0
722,b,1,"[1,-1,0,-1,-11]",1,1,-1,-3,2,-3,-2,3,-1,0,5,3,6,-6,-12,-10,-8,3,-3,0,-15,0,-11,12,2,-6,-12,10,-6,3,-3,-12,-12,14,19,6,-8,18,0,-6,12,18,12,-18,-11,-6,4,-7,-3,-18,-3,-12,14,1,-24,-20,18,-8,6,-11,30,-12,-14,9,-12,-11,21,33,-9,-18,16,28,-31,19,8,21,-3,-18,26,2,-36,-6,-14,27,-24,-30,0,-22,-6,1,4,32,8,-40,18,8,18,1,-18,12,-9,2,36,22,24,24,-32,15,-28,-2,36,6,12,18,10,-24,0,-18,32,-23,-10,15,-15,48,-3,36,-8,-40,-8,-43,-35,-22,-12,-6,-12,12,-13,-15,-15,9,-33,-11,-33,2,3,-15,-51,18,46,-24,54,-48,-27,34,-24,24,15,30,15,41,-47,27,-46,30,-24,48,30,24,-6,6,6,62,3,39,16,-9,0,26,30,-10,-42,8,35,-45,54,18,29,-2,45,-12,24,-11,6,-28,12,-15,50,-54,13,-44,11,-61
5112,b,2,"[0,0,0,-4971,-134026]",1,2,0,0,-2,2,4,2,-4,0,-8,-6,-10,10,12,4,-4,-12,0,-2,-2,-1,6,-4,-12,10,-2,-18,8,20,18,-4,2,-12,-20,-6,-24,16,2,-22,-8,-16,4,-22,-8,-22,12,20,2,-20,0,-10,14,-4,-10,-12,0,24,12,-20,-2,20,-14,18,-10,24,10,-32,2,-10,-12,-10,-24,32,28,-14,16,-12,-8,-18,36,-6,36,-22,-24,26,-34,0,20,-2,-20,28,8,8,-18,-28,8,0,26,22,42,-14,36,2,-4,18,-16,-26,-4,-30,-4,-14,18,-26,14,10,22,30,-32,-48,-44,-4,-26,50,22,24,6,20,10,24,-18,-46,-20,12,38,-30,36,-30,-8,32,34,-12,-4,-38,-22,36,-46,24,-10,-42,-10,12,14,18,10,-24,10,4,18,10,-30,-18,-52,-18,-2,12,10,-40,-2,38,30,18,-12,14,-48,-2,44,-20,44,16,-2,26,46,24,10,22,24,-4,-38,0,6,-32,14,36,18,34,52,6,-22,-26,-34,48
